pH_soil,nitrogen_content,phosphorus_content,potassium_content,organic_matter,water_retention,soil_depth,annual_precipitation,average_daily_temp,hours_of_sunlight,frost_days_per_year,fertilizer_amount,pesticide_amount,irrigation_frequency,planting_density,planting_date,harvest_date,days_to_germination,days_to_maturity,disease_resistance,growth_rate,altitude,slope,crop_rotation_period,weed_density,microbial_activity,soil_salinity,wind_speed_average,wind_gusts_max,humidity_avg,leaf_wetness,soil_temperature_avg,solar_radiation,UV_index_avg,field_capacity,soil_porosity,plant_height_avg,root_depth_max,biomass_above_ground,biomass_below_ground,leaf_area_index,chlorophyll_content,stomatal_conductance,nitrate_levels,pest_resistance_level,yield_previous_year,market_price_last_year,distance_to_market,farm_management_practice_score,seed_viability,insect_infestation_level,herbicide_resistance_level,fungicide_application_rate,machinery_age,fuel_consumption_per_hectare,labor_hours_per_hectare,credit_rating_of_farm,crop_type_canola,crop_type_corn,crop_type_cotton,crop_type_oats,crop_type_peanuts,crop_type_rice,crop_type_soy,crop_type_wheat,soil_type_clay,soil_type_loam,soil_type_peat,soil_type_sand,soil_type_silt,irrigation_type_flood,irrigation_type_furrow,irrigation_type_none,irrigation_type_sprinkler,seed_type_conventional,seed_type_heirloom,seed_type_hybrid,tillage_practice_minimal,tillage_practice_no-till,tillage_practice_strip-till,agricultural_region_east,agricultural_region_north,agricultural_region_south,agricultural_region_west,pesticide_type_fungicide,pesticide_type_herbicide,pesticide_type_insecticide,fertilizer_type_organic,fertilizer_type_slow-release,fertilizer_type_synthetic,crop_rotation_type_polyculture,crop_rotation_type_rotational,market_type_local,market_type_national,weather_station_proximity_far,weather_station_proximity_medium,subsidy_eligibility_ineligible,organic_certification_not_certified,water_source_type_municipal,water_source_type_pond,water_source_type_river,water_source_type_well,land_ownership_mortgaged,land_ownership_owned,farm_size_category_medium,farm_size_category_small,disease_management_program_chemical,disease_management_program_integrated,disease_management_program_none,labor_force_type_hired,labor_force_type_mixed,farm_location_type_suburban,farm_location_type_urban,yield_per_hectare
7.382026172983832,3.277981339854899,1.733539473284936,3.2779820847850076,5.920023748105454,12.142906357237939,41.21326023188058,698.1233885608701,11.66191431281342,10.552376509782329,18.06205897837634,188.30130555058304,64.40622646806241,30.736078818370686,107.08112339794904,9.410028051810912,264.65460938975605,7.282625788015452,84.5272839272754,6.5867918414659945,5.001267396557516,570.7547547899003,8.279066313529116,2.489804466112055,6.223128509136533,57.18897277440635,2.065783136850501,11.29302899459357,19.529704123721856,59.25682821725446,2.155796527819829,15.755488284329854,219.31476645057035,7.516989652766476,20.169919203086337,59.46392117544768,1.4594530396121876,0.3615146181250643,1264.4713168794224,882.4075306706776,7.056639038599419,28.607048642253687,218.98880094684955,5.551965135141553,3.5413301851915553,3458.731350358986,139.01704980137387,32.66021180985618,44.0382001309553,86.71879037011882,77.84218772283594,8.764271097877876,19.22166614202881,8.269678472207202,10.528479281925447,22.984882366704046,440.4884814936721,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4211.916002428365
6.700078604183612,3.446236943665765,1.6440149179528893,2.9706167197361415,7.765549964716352,23.299896476681248,45.42698062526562,813.4662023344603,21.609511910321253,9.89999719691686,4.822744423235509,163.436599340894,65.31141089876758,17.328708641181738,277.1741795558705,361.49314549411065,176.7605423711041,7.92109484486101,54.46694402878677,9.387884305913186,4.422130760003857,1922.2193492226638,0.7090586599273441,1.7937522794867795,30.9578765247165,40.356503057624415,1.270027209688969,14.448556720429606,33.35224768178812,35.41627999200468,3.924647843027105,12.059414936166355,183.87628073606436,8.010948839529286,38.6925249129808,35.68725006070066,2.6021738763199354,0.8482041137392575,2218.7149188741205,1223.709325662174,5.464101127965744,20.093680130542044,300.5537061416125,11.988103217088508,1.9734363272755386,1517.8402266536527,158.79669415710816,49.161378123779535,83.33511984150655,95.81225681570828,38.259945820583376,1.1088678432198122,9.632652183774763,18.758129372032744,6.110718487810864,47.62244801616288,546.93289754896,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,5751.542472746382
6.98936899205287,2.788842587937365,2.5230675294778426,2.7656538863232396,5.406636473323791,18.24118675423231,48.86476411225007,785.9294449452477,20.712942208858696,10.556687354283152,7.733611470620872,230.15736495431526,23.351112080819682,14.133801908971275,181.21883560114412,136.8168103736078,229.9264325417686,14.932407675928514,98.1261689825439,5.053515785939934,5.388786707940692,1769.5147184240807,9.41476678095055,4.2452242236966145,38.12691397724575,61.48760806298013,4.863406983542839,8.26081956927077,35.30249269162623,77.9326114234816,5.064459039054126,18.96655453011373,212.22025332144113,1.4165702581815156,25.628546578926787,34.71646211800417,2.1707575906749037,1.2616117313736788,1832.7108935692463,818.7093407040901,6.62150148282182,27.044411108536487,189.6568870651879,9.42107698164611,9.834576742615123,2895.737160777442,171.04280388565462,4.695264669572356,43.54376128386286,95.52398300231931,27.655607701417708,9.010895576570123,21.73719919619513,7.506034946597454,9.49569560800309,40.04298101455564,848.6147233576221,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,5584.200604398746
7.620446599600729,3.0523570147166423,2.020812759886719,2.875489074645967,6.704671440577273,15.192295542732877,14.927540844483005,773.9023024241549,24.439013276333974,9.558230949925942,43.27922808852796,104.54576028948063,54.68858947569886,21.414253385810483,165.65814439656805,303.52999567816465,15.525494226324886,10.773909882840428,64.09927537500474,9.934900844862803,4.597594779492993,733.9474937967314,4.309890111256878,3.745963165671886,18.556710190509328,57.04200032828921,3.7477753379654604,11.374630178615236,29.594708621557878,58.066902852580256,4.052265010753882,12.115482515679888,165.8765778441831,5.238758256878576,29.2700359178705,33.60963275811997,0.8214989700753965,1.5084283320449494,1895.9625721513864,1535.9567301464217,6.112028149399462,32.9311721830233,239.30125414703178,7.150886089886098,3.435349657588506,2022.8144619779923,157.39528080954403,35.46232233112769,14.882734866717893,89.41864081168747,81.1372597055837,5.7174647358308075,14.346998985666719,12.006651560295765,6.681673420008816,37.49455583641016,456.73665681031196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,4644.2024801469715
7.4337789950749835,3.1140266625620336,2.4595941935281296,2.436743308616923,2.3925021977380236,22.039028448039943,25.871360014469044,881.7048764764486,26.92195804338315,10.815218269985376,24.039495467556176,176.77653639305967,42.200356308758636,23.484056471228055,104.35868883822172,79.82121271655754,312.214753875318,8.756814289807767,72.2817314517728,2.5454541691483024,2.64153626656842,1507.042262720475,0.4587901219363344,3.7154434157387897,35.41494234077675,60.10476575266782,1.0934951211704242,8.139654383245505,44.1200018721743,65.9399138903913,9.391945699631384,25.110176587212962,204.99560394282057,1.8436769456311797,36.69538384420356,49.799392929164924,2.134853272229806,0.925403765690664,1784.499276400429,907.4126955799848,5.040937739901763,42.99288531988,174.7621226890149,2.2291314493863332,1.5633381746517578,3613.0506055419983,256.5029260283565,9.866179043029836,61.94394233747926,92.71289570304243,72.10722992903564,2.517787961602175,17.30446755418054,18.986261940496515,11.39070712876172,11.819101552915443,431.1813965163569,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,5508.502761542935
6.011361060061795,3.1007399733522165,2.1480704820047767,2.681879886491683,6.060702116481391,16.04380334678654,11.947058386765486,807.3753852268729,9.682346825006444,6.626323427628716,7.996876762685212,290.63504617943306,39.44718484933715,18.22331760339033,147.7076756299392,357.46484621603565,279.08724301442555,13.717368677613603,99.19036886623543,5.261769105933936,5.498067657590109,1682.6929545469131,7.403698153536602,1.080158564185011,67.96241246670218,36.981178480085,0.8910942705799324,10.328950062846243,34.01629035398256,48.977409528921754,8.795294854649866,11.247461697660583,165.98764311149426,6.937482218974224,23.499938558341647,44.82063815408666,2.096114659341363,0.8348155644541044,1832.0029006405055,1304.9647663488588,1.0910411788460745,47.9703764042145,235.31952212934777,10.659649779932964,4.8068641866414605,2019.2952447992227,299.2275790766106,98.59988443552692,69.45813367267596,92.41392528264487,30.45024152981266,7.906865640657419,20.183594081733396,16.42456811214802,7.8477019098451395,42.85058029181509,345.26440775111774,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,5570.922818766143
6.975044208762795,3.270386792650195,2.1146078496467173,2.825575772371116,5.045579197197323,20.61712651361751,35.42975933580301,859.8213007423341,22.09065570667462,7.7354010091102126,45.85892700897162,228.63534441382825,26.608911138550187,13.395176376853346,209.31778994546767,200.07934115339017,21.155692123064473,18.467359207091704,71.30565711050069,4.7748817959523615,9.801032015004507,1811.666730210378,5.840913142447138,3.044733589939161,96.28169650434161,67.10434542332072,1.0972080491153142,7.901723072526828,28.460845641056142,46.81947716958569,6.800866002287897,19.600086507683038,140.80947935389764,7.440039612273718,36.97358362417549,39.804258996843444,1.1572950152234889,1.0626480605688593,1698.1324820712198,1068.1412400004635,6.067703849476177,34.209524737857656,141.06753250705836,10.27240703068215,4.368681873312472,4886.625237948951,181.59935915031696,29.51037916869592,82.79873759109394,70.46327346153657,82.80611571075403,9.2940889492509,19.484207017841992,7.445475004791581,11.027147559285245,40.43201039412967,394.2604859406129,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,5858.763601061265
6.424321395851151,2.090961184808215,2.259577329563635,2.8298265960125626,6.147502966076761,21.519547707128186,45.506784385774665,814.9660299746906,11.609988479841357,9.101602456741206,36.179392410824654,143.46347596281242,35.43216181418157,27.420883427182243,104.50196611837295,209.35869561298412,108.90997343723157,5.3664352084283005,83.28029085932158,4.189141709950612,5.923330413866706,953.5462362618455,1.5849917590606344,1.171564201120836,76.7739780064187,47.36477744221799,4.58121297787773,11.176983017972134,39.12519284243763,51.98487175272055,2.758393731285691,16.95809686868965,228.16069896250167,3.987499212759725,27.55666314772363,38.96975755366543,2.277865002948423,0.518032512062266,1774.5209625708871,779.6981501592325,4.465165833427436,39.865259451306564,219.61833415832643,8.058358513979673,1.4586484221796838,2621.847886252199,188.03377230952935,57.198902688011984,20.69539904467481,82.31416419077826,93.09477237887705,5.481068972122692,22.56478765720709,4.74407216229166,8.209669207000399,44.31375357919584,724.0217505539233,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4886.632011436964
6.448390574103221,2.9753379649262137,2.8517927773216942,2.3408151266804147,6.301497827019668,20.581338306350972,37.4905227552524,1072.0085209568135,34.32800823167986,6.742880365602174,12.700549068319406,189.3682967274051,37.85753714602652,27.475891180784853,208.17893314603123,86.59743274091257,120.47958478260466,13.950781608800993,87.31854372271476,6.479484359809145,6.2035183723326455,1117.4374634182686,4.320182765331979,3.9383750342503827,88.15191187938241,36.4173951690491,3.0667017828872734,14.759227273231247,24.55399563685885,83.46693602993676,0.0784385061811288,16.234152375025936,231.8569657080332,8.470255492293713,34.608492571775194,47.12852196016042,0.8379942242072407,0.5933052860114267,1896.4479042451826,818.0988110699224,2.6243273328701324,20.734383363801207,148.7768284937384,7.246321896267254,3.7797253089902525,2730.569572980563,189.1438336625921,98.27284941457657,31.56576286575031,83.13876757234279,58.36827686111601,2.1053129128089108,20.632654622976784,15.557897081478561,7.035812510297537,48.670520858088025,475.0587721666508,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,5078.548718415804
6.705299250969186,3.1195168006233827,2.9645725738843454,2.8982869537704343,1.6156248232843717,10.213730405070558,25.548365439349723,638.6216102055486,16.622425244231554,9.85049724065689,43.82663755545429,245.70933241806583,45.51109725521822,19.578114716845587,178.47908138009842,122.36218097557622,316.27979254408365,15.079939883221131,93.62616058082644,4.719240423407421,5.178620997569001,765.6115530783696,8.18146769973469,1.1043661563539553,71.55810685683403,34.95991159572205,4.307050307448544,7.233896521766926,42.18268898844435,34.20442069413552,9.78887656534014,23.09545367294169,251.26552022416308,4.558338316419539,34.31102297331628,47.671298056587524,0.7153429201209178,0.4621712352764743,2247.6846480540626,451.79656988775287,2.289538570699805,35.395507723246425,292.50056556115504,9.636611784172413,9.808071110561968,1306.4053823579354,110.31911903697926,30.53949303614838,9.997391595619476,81.53243918526516,43.86884224336119,8.190082984746063,20.491329678369155,18.05096469405329,13.356731940599836,18.235560646446242,302.86108014286583,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,4521.3568413706325
